Id,SalePrice
1461,11.69490559415824
1462,11.928232431525764
1463,12.1018329107169
1464,12.19357800759721
1465,12.218174904327862
1466,12.046811932886762
1467,12.099558027760242
1468,11.981598511868816
1469,12.186508422630503
1470,11.685613342150635
1471,12.144523161409818
1472,11.50161668785898
1473,11.463111132794149
1474,11.87514518200917
1475,11.587934974068457
1476,12.776031170910056
1477,12.415502141564847
1478,12.610852654268275
1479,12.611699148504355
1480,13.056586014663205
1481,12.680408363938572
1482,12.271989878221747
1483,12.107242124019328
1484,11.987347317215313
1485,12.192954957404037
1486,12.180438865443058
1487,12.724730620500932
1488,12.38332382319442
1489,12.152146538604088
1490,12.387556939771798
1491,12.190499902187039
1492,11.436804879052334
1493,12.158910457454235
1494,12.597252767909598
1495,12.57343555288853
1496,12.364136852377644
1497,12.099223187782224
1498,12.053203320309914
1499,12.017886548222434
1500,11.972936941345997
1501,12.061011924688692
1502,11.890042222163858
1503,12.563586540120049
1504,12.396595778890756
1505,12.327082632801229
1506,12.142014242774755
1507,12.40493343859686
1508,12.21446220689631
1509,11.993508786276404
1510,11.867717521750844
1511,11.9231033896322
1512,12.086584251779922
1513,11.942846041117663
1514,11.945813090526626
1515,12.169170661198384
1516,11.955851481518534
1517,12.05294256024304
1518,11.785516591530154
1519,12.250926033922969
1520,11.739910742461584
1521,11.767425518607492
1522,12.096934292944788
1523,11.608797183884999
1524,11.750384612603545
1525,11.677472982237521
1526,11.611298373573085
1527,11.601540283227147
1528,11.850394767845382
1529,11.916759289294179
1530,12.141568321774912
1531,11.580957701993615
1532,11.498833305770585
1533,11.889503029881958
1534,11.757875794514566
1535,11.89738010056371
1536,11.581170494555664
1537,11.024707875482507
1538,11.904303384587838
1539,12.180515401374947
1540,11.49700334442958
1541,11.834663493156096
1542,11.851745913580043
1543,12.092007057687113
1544,11.395373742130701
1545,11.68293431792367
1546,11.841661335181978
1547,11.760889272140583
1548,11.868926023385256
1549,11.727373704153463
1550,11.801021366844523
1551,11.576857172888435
1552,11.800144666387178
1553,11.885265427986814
1554,11.661918294015143
1555,11.974515905329435
1556,11.36950030644626
1557,11.564291128207547
1558,11.533462034926615
1559,11.063761811246575
1560,11.810418280694606
1561,11.742460202103015
1562,11.783206172163514
1563,11.675732335785113
1564,11.94605312885554
1565,11.924326064645944
1566,12.384906987667023
1567,11.26035780168759
1568,12.358277576235936
1569,11.729871680303981
1570,11.861739950959644
1571,11.724913373256554
1572,11.850467555777149
1573,12.339473870496635
1574,11.6944795354289
1575,12.34368789849756
1576,12.429692469134563
1577,12.089770690368743
1578,11.921568276925294
1579,11.873266177801831
1580,12.192345848495581
1581,11.959563064733711
1582,11.731954999559296
1583,12.550292459142394
1584,12.283257639096075
1585,11.804399146654593
1586,11.067336699265635
1587,11.582294031484317
1588,11.929686881689891
1589,11.476971197232992
1590,11.800216891338156
1591,11.40323835977331
1592,11.654357682857665
1593,11.745574333116318
1594,11.717834821985576
1595,11.573436154761156
1596,12.278321795407757
1597,12.186403054802685
1598,12.359865335164114
1599,12.025538017719828
1600,11.97427228611495
1601,11.106521080539121
1602,11.683617663702119
1603,11.167514317632952
1604,12.455777889782581
1605,12.394198765290122
1606,12.033846927558496
1607,12.088413163433788
1608,12.28464930971485
1609,12.104455661636699
1610,11.928246202564885
1611,11.833266000604855
1612,12.062946602727116
1613,12.01441613734864
1614,11.774942902998669
1615,11.476701229138829
1616,11.286729879109064
1617,11.470614601021282
1618,11.737055495932353
1619,11.839874524636024
1620,11.897645216146895
1621,11.840168451833524
1622,11.875197002230113
1623,12.46080039983977
1624,12.250415485942625
1625,11.677503177862796
1626,12.061874834743945
1627,12.169374613662848
1628,12.550780832791311
1629,12.123457965455385
1630,12.744403381377545
1631,12.357822706333398
1632,12.417190154948182
1633,12.092026271045606
1634,12.126089077160643
1635,12.068369194285
1636,11.93502525601221
1637,12.208927910927805
1638,12.086838685648122
1639,12.169223943607701
1640,12.42891901586944
1641,12.124346095437296
1642,12.408603846480641
1643,12.257244875474582
1644,12.371035177609267
1645,12.189219387334543
1646,11.975922209475682
1647,11.989993823730503
1648,11.76486680406995
1649,11.857793930521751
1650,11.633122218585516
1651,11.70224848041017
1652,11.49800524836948
1653,11.524431573523298
1654,11.867937704533762
1655,11.787219723786237
1656,11.84013812807238
1657,11.887376859461348
1658,11.872684288277725
1659,11.651927011618682
1660,11.961414359155654
1661,12.927796436581897
1662,12.890274485021424
1663,12.826867040221028
1664,13.07527476526203
1665,12.641465159068222
1666,12.731880673033892
1667,12.858249323517654
1668,12.777771325832962
1669,12.672833089030803
1670,12.771052591477424
1671,12.47819475249078
1672,12.929374047382336
1673,12.564529162281689
1674,12.385419109017718
1675,12.195250738108712
1676,12.188861558609817
1677,12.296580079790791
1678,12.983793251937717
1679,12.868077562350082
1680,12.691841057329464
1681,12.432119734050975
1682,12.683858953555939
1683,12.125454508283825
1684,12.082338880782764
1685,12.080187665604367
1686,12.026641805842017
1687,12.08692704771997
1688,12.151259815241858
1689,12.184733203046743
1690,12.202003639831627
1691,12.155132873870805
1692,12.497466882497942
1693,12.062038897840488
1694,12.121885135364556
1695,12.041210519004908
1696,12.470255737798006
1697,12.071960717899286
1698,12.742454967788781
1699,12.645204742797844
1700,12.458331843672218
1701,12.52554678065614
1702,12.370528678286355
1703,12.371303033620919
1704,12.515077029221555
1705,12.399700143261459
1706,12.716550271337724
1707,12.260670653992042
1708,12.211976131040492
1709,12.474357589701873
1710,12.292861760816429
1711,12.538101086645725
1712,12.419919520111788
1713,12.536191184461355
1714,12.31257549840681
1715,12.255289394559874
1716,12.119606174759499
1717,12.092028144680018
1718,11.82898189838615
1719,12.260675380177505
1720,12.398724963799058
1721,12.005435195308888
1722,11.742450383984556
1723,11.957139090460046
1724,12.216383053640692
1725,12.375714816307042
1726,12.139727312986617
1727,11.925420768122095
1728,12.076670300137328
1729,12.041661456156973
1730,11.975950362292384
1731,11.694767196725575
1732,11.727594847107941
1733,11.633996073708643
1734,11.709982252944016
1735,11.734982243654557
1736,11.569822703548569
1737,12.591931754711126
1738,12.464917160766056
1739,12.362742480207679
1740,12.219416303933752
1741,12.124234382371036
1742,12.052472541727909
1743,12.103020426380091
1744,12.662772039277124
1745,12.302510909459855
1746,12.144071090243756
1747,12.28015018845432
1748,12.276293709622733
1749,11.866679501411006
1750,11.728946099728727
1751,12.449993138290784
1752,11.649176364788795
1753,11.925284502502178
1754,12.169454105955184
1755,12.007253106321361
1756,11.728031608014003
1757,11.70260538279028
1758,11.899993430474916
1759,11.997114626029711
1760,12.020298869864627
